YR--MODAHRMN,SPD,TEMP,DEWP,PCP01,SD,IDX
201607151151,0,80,70,0,0,2016071511
201607151251,0,83,70,0,0,2016071512
201607151351,5,85,69,0,0,2016071513
201607151451,0,86,68,0,0,2016071514
201607151551,5,87,68,0,0,2016071515
201607151651,0,85,70,0,0,2016071516
201607151751,3,84,69,0,0,2016071517
201607151851,8,87,70,0,0,2016071518
201607151951,5,87,68,0,0,2016071519
201607152051,6,86,66,0,0,2016071520
201607152151,9,87,65,0,0,2016071521
201607152251,3,86,64,0,0,2016071522
201607152351,5,85,64,0,0,2016071523
201607160051,5,84,65,0,0,2016071600
201607160151,NA,83,66,0,0,2016071601
201607160251,6,84,67,0,0,2016071602
201607160351,5,82,67,0,0,2016071603
201607160451,6,82,67,0,0,2016071604
201607160459,NA,NA,NA,NA,0,2016071604
201607160551,6,80,67,0,0,2016071605
201607160651,6,79,66,0,0,2016071606
201607160751,5,78,65,0,0,2016071607
201607160851,3,77,64,0,0,2016071608
201607160951,3,76,64,0,0,2016071609
201607161051,3,77,64,0,0,2016071610
201607161151,0,79,66,0,0,2016071611
201607161251,6,81,64,0,0,2016071612
201607161351,5,83,63,0,0,2016071613
201607161451,7,85,61,0,0,2016071614
201607161551,6,87,61,0,0,2016071615
201607161651,6,89,63,0,0,2016071616
201607161751,5,88,69,0,0,2016071617
201607161851,0,88,67,0,0,2016071618
201607161951,3,85,65,0,0,2016071619
201607162051,5,77,68,0,0,2016071620
201607162151,0,78,67,0,0,2016071621
201607162251,6,78,65,0,0,2016071622
201607162351,5,79,62,0,0,2016071623
201607170051,3,78,63,0,0,2016071700
201607170151,6,78,64,0,0,2016071701
201607170251,5,77,65,0,0,2016071702
201607170351,3,77,64,0,0,2016071703
201607170451,8,77,65,0,0,2016071704
201607170459,NA,NA,NA,NA,0,2016071704
201607170551,0,77,64,0,0,2016071705
201607170651,0,75,64,0,0,2016071706
201607170751,3,76,64,0,0,2016071707
201607170851,3,76,64,0,0,2016071708
201607170951,5,75,66,0,0,2016071709
201607171051,0,76,67,0,0,2016071710
201607171151,3,76,67,0,0,2016071711
201607171251,0,77,67,0,0,2016071712
201607171351,3,79,68,0,0,2016071713
201607171451,0,82,68,0,0,2016071714
201607171551,0,86,67,0,0,2016071715
201607171651,5,89,69,0,0,2016071716
201607171751,5,87,70,0,0,2016071717
201607171851,3,88,68,0,0,2016071718
201607171951,5,89,68,0,0,2016071719
201607172051,7,88,66,0,0,2016071720
201607172151,9,88,64,0,0,2016071721
201607172251,0,87,64,0,0,2016071722
201607172351,3,87,62,0,0,2016071723
201607180051,6,85,60,0,0,2016071800
201607180151,0,83,60,0,0,2016071801
201607180251,0,82,60,0,0,2016071802
201607180351,0,81,59,0,0,2016071803
201607180451,3,81,60,0,0,2016071804
201607180459,NA,NA,NA,NA,0,2016071804
201607180551,6,81,62,0,0,2016071805
201607180651,8,80,64,0,0,2016071806
201607180751,3,79,65,0,0,2016071807
201607180851,8,77,66,0,0,2016071808
201607180951,3,77,67,0,0,2016071809
201607181051,5,77,68,0,0,2016071810
201607181151,6,78,68,0,0,2016071811
201607181251,0,80,69,0,0,2016071812
201607181351,NA,83,68,0,0,2016071813
201607181451,7,86,68,0,0,2016071814
201607181551,6,90,69,0,0,2016071815
201607181651,9,90,68,0,0,2016071816
201607181751,9,92,65,0,0,2016071817
201607181851,11,91,66,0,0,2016071818
201607181951,8,90,64,0,0,2016071819
201607182051,8,82,69,0.28,0,2016071820
201607182108,8,74,71,0.29,0,2016071821
201607182146,0,72,70,0.35,0,2016071821
201607182151,3,73,70,0.07,0,2016071821
201607182251,5,74,71,0,0,2016071822
201607182351,5,75,69,0,0,2016071823
201607190051,5,75,69,0,0,2016071900
201607190151,5,78,71,0,0,2016071901
201607190251,5,76,71,0,0,2016071902
201607190351,3,76,70,0,0,2016071903
201607190451,6,76,70,0,0,2016071904
201607190459,NA,NA,NA,NA,0,2016071904
201607190551,3,76,70,0,0,2016071905
201607190651,0,76,69,0,0,2016071906
201607190751,5,75,67,0,0,2016071907
201607190851,3,75,64,0,0,2016071908
201607190951,0,74,59,0,0,2016071909
201607191051,6,74,57,0,0,2016071910
201607191151,8,74,57,0,0,2016071911
201607191251,9,75,55,0,0,2016071912
201607191351,10,76,54,0,0,2016071913
201607191451,0,79,53,0,0,2016071914
201607191551,8,80,54,0,0,2016071915
201607191651,9,81,51,0,0,2016071916
201607191751,6,82,54,0,0,2016071917
201607191851,NA,80,52,0,0,2016071918
201607191951,6,82,52,0,0,2016071919
201607192051,5,83,50,0,0,2016071920
201607192151,5,82,49,0,0,2016071921
201607192251,5,81,49,0,0,2016071922
201607192351,7,79,50,0,0,2016071923
201607200051,3,79,50,0,0,2016072000
201607200151,6,79,50,0,0,2016072001
201607200251,5,78,50,0,0,2016072002
201607200351,3,76,51,0,0,2016072003
201607200451,0,74,52,0,0,2016072004
201607200459,NA,NA,NA,NA,0,2016072004
201607200551,5,73,53,0,0,2016072005
201607200651,3,73,51,0,0,2016072006
201607200751,3,72,52,0,0,2016072007
201607200851,5,71,51,0,0,2016072008
201607200951,5,70,51,0,0,2016072009
201607201051,5,70,52,0,0,2016072010
201607201151,3,72,55,0,0,2016072011
201607201251,3,74,52,0,0,2016072012
201607201351,8,75,52,0,0,2016072013
201607201451,7,76,49,0,0,2016072014
201607201551,6,80,52,0,0,2016072015
201607201651,5,82,50,0,0,2016072016
201607201751,0,83,52,0,0,2016072017
201607201851,0,83,52,0,0,2016072018
201607201951,0,81,53,0,0,2016072019
201607202051,NA,80,58,0,0,2016072020
201607202151,NA,80,58,0,0,2016072021
201607202251,0,78,58,0,0,2016072022
201607202351,3,76,58,0,0,2016072023
201607210051,3,76,58,0,0,2016072100
201607210151,0,75,58,0,0,2016072101
201607210251,0,75,57,0,0,2016072102
201607210351,5,74,58,0,0,2016072103
201607210451,0,73,59,0,0,2016072104
201607210459,NA,NA,NA,NA,0,2016072104
201607210551,NA,72,60,0,0,2016072105
201607210651,3,73,61,0,0,2016072106
201607210751,9,72,62,0,0,2016072107
201607210851,3,71,62,0,0,2016072108
201607210951,6,72,63,0,0,2016072109
201607211051,7,72,64,0,0,2016072110
201607211151,7,74,63,0,0,2016072111
201607211251,6,76,62,0,0,2016072112
201607211351,3,79,61,0,0,2016072113
201607211451,6,82,60,0,0,2016072114
201607211551,NA,86,60,0,0,2016072115
201607211651,0,89,57,0,0,2016072116
201607211751,0,88,59,0,0,2016072117
201607211851,3,86,61,0,0,2016072118
201607211951,8,85,64,0,0,2016072119
201607212051,3,84,63,0,0,2016072120
201607212151,6,83,63,0,0,2016072121
201607212251,7,82,65,0,0,2016072122
201607212351,6,81,65,0,0,2016072123
201607220051,8,80,65,0,0,2016072200
201607220151,3,79,65,0,0,2016072201
201607220251,7,78,64,0,0,2016072202
201607220351,NA,78,64,0,0,2016072203
201607220451,5,77,65,0,0,2016072204
201607220459,NA,NA,NA,NA,0,2016072204
201607220551,6,76,65,0,0,2016072205
201607220651,8,75,66,0,0,2016072206
201607220751,9,75,68,0,0,2016072207
201607220851,9,74,68,0,0,2016072208
201607220951,5,75,67,0,0,2016072209
201607221051,8,75,67,0,0,2016072210
201607221151,6,76,67,0,0,2016072211
201607221251,NA,78,67,0,0,2016072212
201607221351,7,81,67,0,0,2016072213
201607221451,7,85,67,0,0,2016072214
201607221551,NA,89,70,0,0,2016072215
201607221651,7,90,70,0,0,2016072216
201607221751,3,93,69,0,0,2016072217
201607221851,10,93,68,0,0,2016072218
201607221951,5,92,69,0,0,2016072219
201607222051,6,94,67,0,0,2016072220
201607222151,NA,93,69,0,0,2016072221
201607222251,7,92,68,0,0,2016072222
201607222351,7,89,71,0,0,2016072223
201607230051,9,89,67,0,0,2016072300
201607230151,0,86,71,0,0,2016072301
201607230251,5,85,70,0,0,2016072302
201607230351,6,85,69,0,0,2016072303
201607230451,8,84,68,0,0,2016072304
201607230459,NA,NA,NA,NA,0,2016072304
201607230551,6,83,67,0,0,2016072305
201607230651,6,82,66,0,0,2016072306
201607230751,6,82,64,0,0,2016072307
201607230851,3,82,63,0,0,2016072308
201607230951,7,81,63,0,0,2016072309
201607231051,6,81,63,0,0,2016072310
201607231151,8,81,64,0,0,2016072311
201607231251,9,84,64,0,0,2016072312
201607231351,3,85,62,0,0,2016072313
201607231451,NA,88,61,0,0,2016072314
201607231551,6,90,61,0,0,2016072315
201607231651,5,93,61,0,0,2016072316
201607231751,8,94,59,0,0,2016072317
201607231851,7,94,55,0,0,2016072318
201607231951,3,96,54,0,0,2016072319
201607232051,NA,93,59,0,0,2016072320
201607232151,NA,92,59,0,0,2016072321
201607232251,NA,91,60,0,0,2016072322
201607232351,5,91,60,0,0,2016072323
201607240051,3,90,52,0,0,2016072400
201607240151,NA,88,55,0,0,2016072401
201607240251,0,86,55,0,0,2016072402
201607240351,5,85,55,0,0,2016072403
201607240451,0,81,57,0,0,2016072404
201607240459,NA,NA,NA,NA,0,2016072404
201607240551,3,79,59,0,0,2016072405
201607240651,3,78,61,0,0,2016072406
201607240751,5,79,60,0,0,2016072407
201607240851,3,77,58,0,0,2016072408
201607240951,5,76,59,0,0,2016072409
201607241051,5,77,61,0,0,2016072410
201607241151,3,79,61,0,0,2016072411
201607241251,3,79,60,0,0,2016072412
201607241351,7,81,62,0,0,2016072413
201607241451,3,85,61,0,0,2016072414
201607241551,0,88,60,0,0,2016072415
201607241651,3,91,59,0,0,2016072416
201607241751,6,92,60,0,0,2016072417
201607241851,0,93,58,0,0,2016072418
201607241951,5,89,64,0,0,2016072419
201607242051,6,88,63,0,0,2016072420
201607242151,3,86,66,0,0,2016072421
201607242251,3,85,66,0,0,2016072422
201607242351,3,84,67,0,0,2016072423
201607250051,6,83,66,0,0,2016072500
201607250151,6,83,66,0,0,2016072501
201607250251,5,82,67,0,0,2016072502
201607250351,NA,81,67,0,0,2016072503
201607250451,5,81,66,0,0,2016072504
201607250459,NA,NA,NA,NA,0,2016072504
201607250551,6,81,66,0,0,2016072505
201607250651,3,81,65,0,0,2016072506
201607250751,3,81,64,0,0,2016072507
201607250851,3,80,65,0,0,2016072508
201607250951,5,80,64,0,0,2016072509
201607251051,8,79,67,0,0,2016072510
201607251151,6,80,69,0,0,2016072511
201607251251,0,81,70,0,0,2016072512
201607251351,0,82,70,0,0,2016072513
201607251451,0,84,72,0,0,2016072514
201607251551,3,88,72,0,0,2016072515
201607251651,NA,88,72,0,0,2016072516
201607251751,3,93,71,0,0,2016072517
201607251851,6,92,73,0,0,2016072518
201607251951,6,91,74,0,0,2016072519
201607252016,13,85,72,0,0,2016072520
201607252022,16,77,73,0.1,0,2016072520
201607252031,6,77,75,0.32,0,2016072520
201607252038,0,78,76,0.32,0,2016072520
201607252051,5,79,77,0.32,0,2016072520
201607252132,3,78,75,0,0,2016072521
201607252140,5,76,75,0.12,0,2016072521
201607252149,3,75,73,NA,0,2016072521
201607252151,3,76,74,0.37,0,2016072521
201607252216,3,75,74,0.2,0,2016072522
201607252228,0,75,73,0.31,0,2016072522
201607252237,0,75,73,0.32,0,2016072522
201607252246,0,75,73,0.33,0,2016072522
201607252251,0,76,74,0.31,0,2016072522
201607252351,0,75,73,0,0,2016072523
201607260011,0,74,73,0,0,2016072600
201607260021,0,74,72,0,0,2016072600
201607260051,0,74,72,0,0,2016072600
201607260151,0,75,72,0,0,2016072601
201607260251,3,75,73,0,0,2016072602
201607260325,NA,75,73,NA,0,2016072603
201607260340,6,75,73,NA,0,2016072603
201607260349,5,73,72,NA,0,2016072603
201607260351,7,74,72,0,0,2016072603
201607260405,6,74,72,NA,0,2016072604
201607260416,7,74,72,NA,0,2016072604
201607260447,8,73,72,NA,0,2016072604
201607260451,6,74,71,0,0,2016072604
201607260459,NA,NA,NA,NA,0,2016072604
201607260551,6,73,71,0,0,2016072605
201607260651,3,72,70,0,0,2016072606
201607260751,3,72,69,0,0,2016072607
201607260851,0,72,68,0,0,2016072608
201607260951,3,72,68,0,0,2016072609
201607261051,0,72,68,0,0,2016072610
201607261151,5,74,68,0,0,2016072611
201607261251,0,76,69,0,0,2016072612
201607261351,6,79,68,0,0,2016072613
201607261451,7,83,67,0,0,2016072614
201607261551,NA,86,70,0,0,2016072615
201607261651,NA,88,65,0,0,2016072616
201607261751,6,86,65,0,0,2016072617
201607261851,7,88,65,0,0,2016072618
201607261951,9,88,63,0,0,2016072619
201607262051,9,89,62,0,0,2016072620
201607262151,5,89,62,0,0,2016072621
201607262251,7,88,61,0,0,2016072622
201607262351,NA,87,61,0,0,2016072623
201607270051,0,85,59,0,0,2016072700
201607270151,5,83,60,0,0,2016072701
201607270251,0,82,60,0,0,2016072702
201607270351,5,80,60,0,0,2016072703
201607270451,6,80,61,0,0,2016072704
201607270459,NA,NA,NA,NA,0,2016072704
201607270551,5,80,60,0,0,2016072705
201607270651,0,77,61,0,0,2016072706
201607270751,0,76,61,0,0,2016072707
201607270851,0,75,63,0,0,2016072708
201607270951,3,75,62,0,0,2016072709
201607271051,5,77,62,0,0,2016072710
201607271151,5,78,60,0,0,2016072711
201607271251,3,80,60,0,0,2016072712
201607271351,5,82,61,0,0,2016072713
201607271451,5,84,60,0,0,2016072714
201607271551,5,88,63,0,0,2016072715
201607271651,0,90,61,0,0,2016072716
201607271751,0,90,63,0,0,2016072717
201607271851,3,88,60,0,0,2016072718
201607271951,0,89,62,0,0,2016072719
201607272051,5,87,63,0,0,2016072720
201607272151,5,87,63,0,0,2016072721
201607272251,0,86,64,0,0,2016072722
201607272351,0,84,65,0,0,2016072723
201607280051,0,83,65,0,0,2016072800
201607280151,3,83,66,0,0,2016072801
201607280251,0,81,66,0,0,2016072802
201607280351,0,80,68,0,0,2016072803
201607280451,0,80,68,0,0,2016072804
201607280459,NA,NA,NA,NA,0,2016072804
201607280551,3,80,69,0,0,2016072805
201607280651,5,80,70,0,0,2016072806
201607280751,5,78,71,0,0,2016072807
201607280851,0,78,71,0,0,2016072808
201607280951,0,77,71,0,0,2016072809
201607281051,0,78,72,0,0,2016072810
201607281151,0,80,70,0,0,2016072811
201607281251,0,83,67,0,0,2016072812
201607281351,3,85,63,0,0,2016072813
201607281451,5,87,62,0,0,2016072814
201607281551,3,90,61,0,0,2016072815
201607281651,6,93,60,0,0,2016072816
201607281751,5,95,56,0,0,2016072817
201607281851,5,92,65,0,0,2016072818
201607281951,3,87,67,0,0,2016072819
201607282051,5,84,70,0,0,2016072820
201607282151,6,83,69,0,0,2016072821
201607282251,NA,80,70,0,0,2016072822
201607282351,7,80,67,0,0,2016072823
201607290051,3,79,67,0,0,2016072900
201607290151,3,79,67,0,0,2016072901
201607290251,5,79,68,0,0,2016072902
201607290351,0,77,70,0,0,2016072903
201607290451,0,76,71,0,0,2016072904
201607290459,NA,NA,NA,NA,0,2016072904
201607290551,3,75,72,0.02,0,2016072905
201607290643,5,75,72,0.01,0,2016072906
201607290651,5,75,72,0.02,0,2016072906
201607290706,3,75,72,0,0,2016072907
201607290749,6,73,70,0.06,0,2016072907
201607290751,3,73,70,0.07,0,2016072907
201607290807,0,73,71,0,0,2016072908
201607290817,3,73,71,0.01,0,2016072908
201607290829,3,73,70,0.04,0,2016072908
201607290846,8,73,70,0.12,0,2016072908
201607290849,7,72,70,NA,0,2016072908
201607290851,6,72,70,0.16,0,2016072908
201607290901,0,72,70,0.03,0,2016072909
201607290913,6,71,69,0.22,0,2016072909
201607290925,11,70,68,0.51,0,2016072909
201607290932,8,70,68,0.57,0,2016072909
201607290940,7,70,68,0.61,0,2016072909
201607290949,7,70,68,NA,0,2016072909
201607290951,10,70,68,0.59,0,2016072909
201607291049,6,72,68,NA,0,2016072910
201607291051,6,71,68,0.01,0,2016072910
201607291113,7,70,68,0.01,0,2016072911
201607291146,8,70,66,0.06,0,2016072911
201607291151,7,69,67,0.08,0,2016072911
201607291158,3,70,67,0.01,0,2016072911
201607291222,0,69,67,0.07,0,2016072912
201607291236,3,69,67,0.13,0,2016072912
201607291242,6,70,67,0.13,0,2016072912
201607291249,5,70,66,NA,0,2016072912
201607291251,3,70,67,0.12,0,2016072912
201607291255,5,70,67,0,0,2016072912
201607291301,3,70,67,0.01,0,2016072913
201607291347,8,70,66,0.02,0,2016072913
201607291351,7,70,67,0.02,0,2016072913
201607291451,8,73,68,0,0,2016072914
201607291551,10,75,68,0,0,2016072915
201607291559,6,76,68,NA,0,2016072915
201607291651,3,76,68,0,0,2016072916
201607291751,5,77,68,0,0,2016072917
201607291808,5,81,69,NA,0,2016072918
201607291851,3,81,68,0,0,2016072918
201607291951,0,82,68,0,0,2016072919
201607292051,5,83,68,0,0,2016072920
201607292151,0,83,69,0,0,2016072921
201607292251,3,81,69,0,0,2016072922
201607292351,6,79,68,0,0,2016072923
201607300051,3,78,67,0,0,2016073000
201607300151,0,77,67,0,0,2016073001
201607300251,0,78,68,0,0,2016073002
201607300351,3,77,69,0,0,2016073003
201607300451,0,77,69,0,0,2016073004
201607300459,NA,NA,NA,NA,0,2016073004
201607300551,0,77,69,0,0,2016073005
201607300651,0,76,70,0,0,2016073006
201607300751,3,75,69,0,0,2016073007
201607300851,3,75,67,0,0,2016073008
201607300951,0,74,67,0,0,2016073009
201607301051,0,75,69,0,0,2016073010
201607301151,3,78,70,0,0,2016073011
201607301251,5,78,70,0,0,2016073012
201607301351,7,79,69,0,0,2016073013
201607301451,3,80,69,0,0,2016073014
201607301551,7,83,69,0,0,2016073015
201607301651,6,80,68,0,0,2016073016
201607301751,6,79,69,0,0,2016073017
201607301851,8,80,71,0,0,2016073018
201607301942,7,76,72,0.02,0,2016073019
201607301951,5,75,73,0.05,0,2016073019
201607302003,NA,75,72,NA,0,2016073020
201607302015,8,75,72,0.02,0,2016073020
201607302022,3,75,72,0.03,0,2016073020
201607302041,5,74,72,0.05,0,2016073020
201607302051,5,74,72,0.06,0,2016073020
201607302110,5,74,72,0,0,2016073021
201607302131,6,74,72,0.01,0,2016073021
201607302136,3,74,72,0.02,0,2016073021
201607302146,3,73,72,0.04,0,2016073021
201607302151,3,74,72,0.08,0,2016073021
201607302205,0,74,72,0.03,0,2016073022
201607302248,3,73,72,0.04,0,2016073022
201607302249,3,73,72,NA,0,2016073022
201607302251,0,74,72,0.02,0,2016073022
201607302302,5,74,72,0,0,2016073023
201607302309,5,74,72,0,0,2016073023
201607302349,3,73,72,NA,0,2016073023
201607302351,3,73,71,0.01,0,2016073023
201607310017,0,74,72,0,0,2016073100
201607310041,0,74,71,0,0,2016073100
201607310051,0,74,72,0.01,0,2016073100
201607310106,0,74,72,0,0,2016073101
201607310114,3,74,72,0.01,0,2016073101
201607310126,0,74,72,0.01,0,2016073101
201607310136,5,74,72,0.02,0,2016073101
201607310151,3,74,72,0.02,0,2016073101
201607310207,5,74,72,0,0,2016073102
201607310229,3,74,72,0,0,2016073102
201607310247,5,73,72,0,0,2016073102
201607310251,3,74,72,0,0,2016073102
201607310322,0,74,72,NA,0,2016073103
201607310351,3,74,72,0,0,2016073103
201607310412,3,74,72,NA,0,2016073104
201607310444,6,74,72,NA,0,2016073104
201607310451,6,74,72,0,0,2016073104
201607310459,NA,NA,NA,NA,0,2016073104
201607310510,5,74,72,NA,0,2016073105
201607310526,5,74,72,NA,0,2016073105
201607310551,0,74,72,0,0,2016073105
201607310651,3,74,72,0,0,2016073106
201607310707,3,74,72,NA,0,2016073107
201607310751,5,74,71,0,0,2016073107
201607310819,NA,73,70,NA,0,2016073108
201607310848,0,73,72,NA,0,2016073108
201607310851,3,74,71,0,0,2016073108
201607310903,0,74,71,NA,0,2016073109
201607310951,0,74,72,0.01,0,2016073109
201607311007,3,74,71,NA,0,2016073110
201607311023,0,74,71,NA,0,2016073110
201607311030,5,74,71,NA,0,2016073110
201607311051,3,74,71,0,0,2016073110
201607311151,0,75,72,0,0,2016073111
201607311216,3,75,72,0,0,2016073112
201607311251,5,75,72,0,0,2016073112
201607311331,10,76,71,NA,0,2016073113
201607311351,5,76,71,0,0,2016073113
201607311427,7,74,72,0.03,0,2016073114
201607311439,9,75,71,0.03,0,2016073114
201607311451,8,76,70,0.03,0,2016073114
201607311516,7,77,71,NA,0,2016073115
201607311549,6,75,70,NA,0,2016073115
201607311551,5,76,70,0,0,2016073115
201607311609,7,75,71,0.02,0,2016073116
201607311629,8,74,72,0.07,0,2016073116
201607311639,9,75,72,0.09,0,2016073116
201607311651,NA,75,73,0.09,0,2016073116
201607311751,0,76,71,0,0,2016073117
201607311800,5,76,71,NA,0,2016073118
201607311843,5,77,71,NA,0,2016073118
201607311851,5,77,71,0,0,2016073118
201607311902,5,76,71,NA,0,2016073119
201607311946,0,79,70,NA,0,2016073119
201607311951,5,77,70,0,0,2016073119
201607312016,3,77,70,NA,0,2016073120
201607312032,5,77,70,NA,0,2016073120
201607312051,NA,78,70,0,0,2016073120
201607312151,6,76,71,0.01,0,2016073121
201607312251,6,76,71,0,0,2016073122
201607312306,7,76,71,0,0,2016073123
201607312351,6,75,70,0,0,2016073123
201608010051,5,75,70,0,0,2016080100
201608010107,6,75,69,NA,0,2016080101
201608010116,8,75,69,NA,0,2016080101
201608010135,7,74,69,0,0,2016080101
201608010151,6,72,70,0.82,0,2016080101
201608010155,0,72,70,0.01,0,2016080101
201608010204,6,72,70,0.01,0,2016080102
201608010249,7,72,70,NA,0,2016080102
201608010251,8,72,70,0.04,0,2016080102
201608010351,6,71,69,0.04,0,2016080103
201608010425,7,71,69,0.03,0,2016080104
201608010451,8,71,68,0.04,0,2016080104
201608010459,NA,NA,NA,NA,0,2016080104
201608010551,7,71,68,0,0,2016080105
201608010651,5,70,68,0,0,2016080106
201608010731,NA,70,67,NA,0,2016080107
201608010751,8,70,67,0,0,2016080107
201608010818,8,70,67,NA,0,2016080108
201608010837,10,70,67,NA,0,2016080108
201608010851,7,70,67,0,0,2016080108
201608010908,0,70,67,NA,0,2016080109
201608010944,7,70,67,NA,0,2016080109
201608010951,13,70,66,0,0,2016080109
201608011034,9,70,66,NA,0,2016080110
201608011051,6,70,66,0,0,2016080110
201608011151,8,70,66,0,0,2016080111
201608011220,8,70,65,NA,0,2016080112
201608011251,9,70,65,0,0,2016080112
201608011332,7,71,65,NA,0,2016080113
201608011344,9,72,65,NA,0,2016080113
201608011351,6,71,65,0,0,2016080113
201608011438,6,72,65,NA,0,2016080114
201608011451,5,73,66,0,0,2016080114
201608011551,8,73,65,0,0,2016080115
201608011651,5,73,66,0,0,2016080116
201608011751,3,77,66,0,0,2016080117
201608011851,7,78,67,0,0,2016080118
201608011919,3,78,66,NA,0,2016080119
201608011951,3,78,66,0,0,2016080119
201608012051,5,78,68,0,0,2016080120
201608012128,3,78,68,NA,0,2016080121
201608012151,0,76,68,0,0,2016080121
201608012208,0,75,67,NA,0,2016080122
201608012249,7,73,66,NA,0,2016080122
201608012251,0,74,66,0,0,2016080122
201608012328,5,74,66,NA,0,2016080123
201608012346,3,73,66,NA,0,2016080123
201608012351,0,74,65,0,0,2016080123
201608020051,3,74,64,0,0,2016080200
201608020149,3,73,63,NA,0,2016080201
201608020151,0,74,63,0,0,2016080201
201608020251,0,73,64,0,0,2016080202
201608020351,3,72,62,0,0,2016080203
201608020451,6,71,62,0,0,2016080204
201608020459,NA,NA,NA,NA,0,2016080204
201608020551,5,71,64,0,0,2016080205
201608020651,7,71,63,0,0,2016080206
201608020659,0,71,63,NA,0,2016080206
201608020732,3,71,63,NA,0,2016080207
201608020751,3,71,63,0,0,2016080207
201608020851,6,71,63,0,0,2016080208
201608020951,7,71,61,0,0,2016080209
201608021051,5,71,63,0,0,2016080210
201608021151,6,72,62,0,0,2016080211
201608021241,7,72,63,NA,0,2016080212
201608021251,8,71,63,0,0,2016080212
201608021259,6,71,63,NA,0,2016080212
201608021351,13,72,63,0,0,2016080213
201608021408,6,72,63,NA,0,2016080214
201608021443,16,72,61,NA,0,2016080214
201608021451,9,72,60,0,0,2016080214
201608021551,11,76,61,0,0,2016080215
201608021651,7,77,61,0,0,2016080216
201608021751,8,76,62,0,0,2016080217
201608021851,10,77,60,0,0,2016080218
201608021951,13,75,60,0,0,2016080219
201608022051,7,74,60,0,0,2016080220
201608022151,NA,74,61,0,0,2016080221
201608022251,9,73,60,0,0,2016080222
201608022351,6,72,61,0,0,2016080223
201608030051,8,70,60,0,0,2016080300
201608030151,5,70,57,0,0,2016080301
201608030251,3,69,56,0,0,2016080302
201608030351,0,69,56,0,0,2016080303
201608030451,3,68,57,0,0,2016080304
201608030459,NA,NA,NA,NA,0,2016080304
201608030551,0,67,58,0,0,2016080305
201608030651,3,67,60,0,0,2016080306
201608030751,0,67,61,0,0,2016080307
201608030851,3,66,61,0,0,2016080308
201608030951,0,66,61,0,0,2016080309
201608031051,5,67,60,0,0,2016080310
201608031151,5,69,61,0,0,2016080311
201608031251,9,70,60,0,0,2016080312
201608031351,5,72,58,0,0,2016080313
201608031451,5,75,58,0,0,2016080314
201608031551,0,78,60,0,0,2016080315
201608031651,0,74,60,0,0,2016080316
201608031751,0,76,60,0,0,2016080317
201608031851,5,78,61,0,0,2016080318
201608031951,5,77,59,0,0,2016080319
201608032051,NA,78,56,0,0,2016080320
201608032151,0,77,57,0,0,2016080321
201608032251,6,75,58,0,0,2016080322
201608032351,0,72,59,0,0,2016080323
201608040051,3,71,57,0,0,2016080400
201608040151,8,72,56,0,0,2016080401
201608040251,0,70,61,0,0,2016080402
201608040351,3,70,59,0,0,2016080403
201608040451,0,69,59,0,0,2016080404
201608040459,NA,NA,NA,NA,0,2016080404
201608040551,0,69,59,0,0,2016080405
201608040651,3,68,59,0,0,2016080406
201608040751,0,68,60,0,0,2016080407
201608040851,0,68,60,0,0,2016080408
201608040951,0,67,60,0,0,2016080409
201608041051,0,68,62,0,0,2016080410
201608041151,3,71,63,0,0,2016080411
201608041251,0,73,61,0,0,2016080412
201608041351,0,75,62,0,0,2016080413
201608041359,0,75,62,NA,0,2016080413
201608041418,3,74,62,NA,0,2016080414
201608041451,0,75,61,0,0,2016080414
201608041551,0,75,63,0,0,2016080415
201608041651,0,79,63,0,0,2016080416
201608041751,5,79,61,0,0,2016080417
201608041851,5,80,61,0,0,2016080418
201608041951,NA,77,60,0,0,2016080419
201608042051,5,78,59,0,0,2016080420
201608042151,5,77,59,0,0,2016080421
201608042251,5,76,57,0,0,2016080422
201608042351,NA,74,59,0,0,2016080423
201608050051,0,72,59,0,0,2016080500
201608050151,3,72,60,0,0,2016080501
201608050251,0,71,60,0,0,2016080502
201608050351,3,71,59,0,0,2016080503
201608050451,5,70,59,0,0,2016080504
201608050459,NA,NA,NA,NA,0,2016080504
201608050551,3,70,59,0,0,2016080505
201608050651,5,70,59,0,0,2016080506
201608050751,0,69,59,0,0,2016080507
201608050851,3,69,59,0,0,2016080508
201608050951,3,69,59,0,0,2016080509
201608051051,3,69,59,0,0,2016080510
201608051151,5,71,60,0,0,2016080511
201608051251,5,73,61,0,0,2016080512
201608051351,5,75,61,0,0,2016080513
201608051451,0,78,62,0,0,2016080514
201608051551,3,80,63,0,0,2016080515
201608051651,5,82,65,0,0,2016080516
201608051751,5,82,64,0,0,2016080517
201608051851,5,82,66,0,0,2016080518
201608051951,8,79,64,0,0,2016080519
201608052051,6,77,63,0,0,2016080520
201608052151,6,79,64,0,0,2016080521
201608052251,5,78,63,0,0,2016080522
201608052351,3,78,63,0,0,2016080523
201608060051,0,77,64,0,0,2016080600
201608060151,NA,77,63,0,0,2016080601
201608060251,0,76,63,0,0,2016080602
201608060351,5,76,61,0,0,2016080603
201608060451,NA,75,61,0,0,2016080604
201608060459,NA,NA,NA,NA,0,2016080604
201608060551,6,73,63,0,0,2016080605
201608060651,7,73,64,0,0,2016080606
201608060751,7,73,64,0,0,2016080607
201608060807,6,73,65,NA,0,2016080608
201608060817,6,73,65,NA,0,2016080608
